#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA_60520;I truly am great!;Je suis vraiment puissant�!;Der Gro�e wird man mich nennen, zu Recht!;;�Soy realmente magn�fico!;;;;;;;;;x
EVTOPTB_60520;Something has to be done to stop them!;Il faut faire quelque chose pour les arr�ter.;Es muss alles unternommen werden, sie aufzuhalten!;;�Hay que hacer algo para detenerlos!;;;;;;;;;x
EVTOPTC_60520;[From.GetFirstName] truly is the Greatest of Khans!;[From.GetFirstName] est vraiment le khan des khans�!;[From.GetFirstName] ist wahrlich der Gr��te aller Khans!;;�[From.GetFirstName] es ciertamente el m�s grande de los kanes!;;;;;;;;;x
strategic_innovation;Strategic Innovation;Innovation strat�gique;Strategische Innovation;;Innovaci�n estrat�gica;;;;;;;;;x
EVTOPTC_94019;I'll use this knowledge to my advantage!;J'utiliserai cette connaissance � mon avantage�!;Ich werde dieses Wissen zu meinem Vorteil einsetzen!;;�Usar� este conocimiento en mi ventaja!;;;;;;;;;x
EVTDESC_WOL_10999;More than a month has passed since you set out with your expedition, and you have yet to find a suitable trade partner anywhere. Your crew is homesick, and have now turned the company around to head home.;Plus d'un mois s'est �coul� depuis votre d�part en exp�dition et vous n'avez toujours pas trouv� de partenaire commercial r�pondant � vos attentes. Ceux qui vous accompagnent ont le mal du pays et ont d�cid� de rebrousser chemin.;Mehr als ein Monat ist seit dem Beginn Eurer Expedition vergangen, doch noch immer seid Ihr auf der Suche nach einem geeigneten Handelspartner. Eure M�nner sehnen sich nach ihrem Zuhause und haben nun die Umkehr der Gruppe in Richtung Heimat veranlasst.;;M�s de un mes ha pasado desde que partiste con tu expedici�n,y todav�a tienes que encontrar a un socio comercial adecuado en alg�n lugar. Tu gente siente nostalgia y ha girado la expedici�n de vuelta a casa.;;;;;;;;;x
EVTOPTA_WOL_10999;Tough luck.;Pas de chance.;Das ist Pech.;;Mala suerte.;;;;;;;;;x
tooltip_not_busy;Is NOT already busy\n;Est disponible\n;Ist NICHT bereits besch�ftigt\n;;Ya NO est� ocupado/a \n;;;;;;;;;x
EVTOPTB5051;I should take the bird out for some hunting instead.;Je devrais plut�t emmener l'oiseau � la chasse.;Ich sollte den Vogel besser mit auf die Jagd nehmen.;;M�s bien deber�a sacar el ave a cazar.;;;;;;;;;x
no_horse_breeder_1;Horse Breeder;�levage de chevaux;Pferdez�chter;;Criador de caballos.;;;;;;;;;x
no_horse_breeder_2;Horse Breeder;�levage de chevaux;Pferdez�chter;;Criador de caballos.;;;;;;;;;x
no_horse_breeder_3;Horse Breeder;�levage de chevaux;Pferdez�chter;;Criador de caballos.;;;;;;;;;x
no_horse_breeder_4;Horse Breeder;�levage de chevaux;Pferdez�chter;;Criador de caballos.;;;;;;;;;x
no_horse_breeder_5;Horse Breeder;�levage de chevaux;Pferdez�chter;;Criador de caballos.;;;;;;;;;x
no_horse_breeder_6;Horse Breeder;�levage de chevaux;Pferdez�chter;;Criador de caballos.;;;;;;;;;x
no_horse_breeder_7;Horse Breeder;�levage de chevaux;Pferdez�chter;;Criador de caballos.;;;;;;;;;x
no_horse_breeder_8;Horse Breeder;�levage de chevaux;Pferdez�chter;;Criador de caballos.;;;;;;;;;x
no_wrestling_1;Wrestling;Lutte;Ringkampf;;lucha libre;;;;;;;;;x
no_wrestling_2;Wrestling;Lutte;Ringkampf;;lucha libre;;;;;;;;;x
no_wrestling_3;Wrestling;Lutte;Ringkampf;;lucha libre;;;;;;;;;x
no_wrestling_4;Wrestling;Lutte;Ringkampf;;lucha libre;;;;;;;;;x
no_wrestling_5;Wrestling;Lutte;Ringkampf;;lucha libre;;;;;;;;;x
no_wrestling_6;Wrestling;Lutte;Ringkampf;;lucha libre;;;;;;;;;x
no_wrestling_7;Wrestling;Lutte;Ringkampf;;lucha libre;;;;;;;;;x
no_wrestling_8;Wrestling;Lutte;Ringkampf;;lucha libre;;;;;;;;;x
no_wrestling_desc;In the wrestling pit people fight for glory and enjoyment.;Dans la fosse, on combat pour la gloire et pour le plaisir.;In der Ringergrube k�mpft man um Ruhm und als Zeitvertreib.;;En el foso de lucha libre, la gente lucha por gloria y diversi�n.;;;;;;;;;x
no_shrine_1;Shrine;Sanctuaire;Schrein;;Lugar sagrado;;;;;;;;;x
no_shrine_2;Shrine;Sanctuaire;Schrein;;Lugar sagrado;;;;;;;;;x
no_shrine_3;Shrine;Sanctuaire;Schrein;;Lugar sagrado;;;;;;;;;x
no_shrine_4;Shrine;Sanctuaire;Schrein;;Lugar sagrado;;;;;;;;;x
no_shrine_5;Shrine;Sanctuaire;Schrein;;Lugar sagrado;;;;;;;;;x
no_shrine_6;Shrine;Sanctuaire;Schrein;;Lugar sagrado;;;;;;;;;x
no_shrine_7;Shrine;Sanctuaire;Schrein;;Lugar sagrado;;;;;;;;;x
no_shrine_8;Shrine;Sanctuaire;Schrein;;Lugar sagrado;;;;;;;;;x
no_shrine_desc;At the shrine people can practice the main religious rituals and ceremonies.;Dans le sanctuaire, on pratique les principaux rites et c�r�monies.;Am Schrein k�nnen die Menschen religi�se Rituale und Zeremonien durchf�hren.;;En el lugar sagrado la gente puede practicar los principales rituales y ceremonias religiosas.;;;;;;;;;x
no_ox_wagon_1;Ox & Wagon;Boeuf et chariot;Ochse und Karren;;Buey y carro;;;;;;;;;x
no_ox_wagon_2;Ox & Wagon;Boeuf et chariot;Ochse und Karren;;Buey y carro;;;;;;;;;x
no_ox_wagon_3;Ox & Wagon;Boeuf et chariot;Ochse und Karren;;Buey y carro;;;;;;;;;x
no_ox_wagon_4;Ox & Wagon;Boeuf et chariot;Ochse und Karren;;Buey y carro;;;;;;;;;x
no_ox_wagon_5;Ox & Wagon;Boeuf et chariot;Ochse und Karren;;Buey y carro;;;;;;;;;x
no_ox_wagon_6;Ox & Wagon;Boeuf et chariot;Ochse und Karren;;Buey y carro;;;;;;;;;x
no_ox_wagon_7;Ox & Wagon;Boeuf et chariot;Ochse und Karren;;Buey y carro;;;;;;;;;x
no_ox_wagon_8;Ox & Wagon;Boeuf et chariot;Ochse und Karren;;Buey y carro;;;;;;;;;x
no_ox_wagon_desc;Wagons pulled by oxen are used to move villages and supplies. Yurts were commonly moved fully assembled to achieve a mobile community.;On utilise des chariots tir�s par des boeufs pour transporter des vivres aussi bien que des villages. On d�pla�ait souvent les yourtes sans les d�monter, la communaut� �tait nomade.;Ochsenkarren werden eingesetzt, um D�rfer und Vorr�te zu transportieren. Die Jurten wurden f�r gew�hnlich komplett aufgebaut auf die Reise geschickt, wodurch eine mobile Gemeinschaft entstand.;;Los vagones tirados por bueyes se utilizan para trasladar aldeas y los suministros. Las yurtas eran com�nmente trasladadas totalmente montadas para conseguir una comunidad m�vil.;;;;;;;;;x
no_sheep_1;Sheep;Moutons;Schafe;;Oveja.;;;;;;;;;x
no_sheep_2;Sheep;Moutons;Schafe;;Oveja.;;;;;;;;;x
no_sheep_3;Sheep;Moutons;Schafe;;Oveja.;;;;;;;;;x
no_sheep_4;Sheep;Moutons;Schafe;;Oveja.;;;;;;;;;x
no_sheep_5;Sheep;Moutons;Schafe;;Oveja.;;;;;;;;;x
no_sheep_6;Sheep;Moutons;Schafe;;Oveja.;;;;;;;;;x
no_sheep_7;Sheep;Moutons;Schafe;;Oveja.;;;;;;;;;x
no_sheep_8;Sheep;Moutons;Schafe;;Oveja.;;;;;;;;;x
no_sheep_desc;Sheep wool is used to make felt in addition to the meat that the sheep provide.;La laine de mouton sert � faire du feutre. On l'�l�ve �galement pour sa viande.;Neben ihrer Rolle als Fleischlieferanten wurden Schafe auch gehalten, um aus ihrer Wolle Filz herzustellen.;;La lana de oveja se usa para hacer fieltro, adem�s de la carne que las ovejas proporcionan.;;;;;;;;;x
no_hunting_parties_1;Hunting Parties;Groupes de chasse;Jagdtrupps;;Partidas de caza;;;;;;;;;x
no_hunting_parties_2;Hunting Parties;Groupes de chasse;Jagdtrupps;;Partidas de caza;;;;;;;;;x
no_hunting_parties_3;Hunting Parties;Groupes de chasse;Jagdtrupps;;Partidas de caza;;;;;;;;;x
no_hunting_parties_4;Hunting Parties;Groupes de chasse;Jagdtrupps;;Partidas de caza;;;;;;;;;x
no_hunting_parties_5;Hunting Parties;Groupes de chasse;Jagdtrupps;;Partidas de caza;;;;;;;;;x
no_hunting_parties_6;Hunting Parties;Groupes de chasse;Jagdtrupps;;Partidas de caza;;;;;;;;;x
no_hunting_parties_7;Hunting Parties;Groupes de chasse;Jagdtrupps;;Partidas de caza;;;;;;;;;x
no_hunting_parties_8;Hunting Parties;Groupes de chasse;Jagdtrupps;;Partidas de caza;;;;;;;;;x
no_hunting_parties_desc;Regular hunting activities are arranged in the region.;On organise souvent des parties de chasse dans la r�gion.;In dem Gebiet werden regelm��ig Jagden durchgef�hrt.;;En la regi�n se suelen organizar regularmente actividades de caza.;;;;;;;;;x
no_riding_contests_1;Riding Contests;Concours d'�quitation;Reitwettbewerbe;;Concursos ecuestres;;;;;;;;;x
no_riding_contests_2;Riding Contests;Concours d'�quitation;Reitwettbewerbe;;Concursos ecuestres;;;;;;;;;x
no_riding_contests_3;Riding Contests;Concours d'�quitation;Reitwettbewerbe;;Concursos ecuestres;;;;;;;;;x
no_riding_contests_4;Riding Contests;Concours d'�quitation;Reitwettbewerbe;;Concursos ecuestres;;;;;;;;;x
no_riding_contests_5;Riding Contests;Concours d'�quitation;Reitwettbewerbe;;Concursos ecuestres;;;;;;;;;x
no_riding_contests_6;Riding Contests;Concours d'�quitation;Reitwettbewerbe;;Concursos ecuestres;;;;;;;;;x
no_riding_contests_7;Riding Contests;Concours d'�quitation;Reitwettbewerbe;;Concursos ecuestres;;;;;;;;;x
no_riding_contests_8;Riding Contests;Concours d'�quitation;Reitwettbewerbe;;Concursos ecuestres;;;;;;;;;x
no_riding_contests_desc;A competition to bring forth the fastest riders.;Une comp�tition destin�e � attirer les cavaliers les plus rapides.;Ein Wettkampf, um die schnellsten Reiter zu finden.;;Una competici�n para identificar a los jinetes m�s r�pidos.;;;;;;;;;x
no_yam_1;Yam;Yam;Yam;;Yam;;;;;;;;;x
no_yam_2;Yam;Yam;Yam;;Yam;;;;;;;;;x
no_yam_3;Yam;Yam;Yam;;Yam;;;;;;;;;x
no_yam_4;Yam;Yam;Yam;;Yam;;;;;;;;;x
no_yam_5;Yam;Yam;Yam;;Yam;;;;;;;;;x
no_yam_6;Yam;Yam;Yam;;Yam;;;;;;;;;x
no_yam_7;Yam;Yam;Yam;;Yam;;;;;;;;;x
no_yam_8;Yam;Yam;Yam;;Yam;;;;;;;;;x
no_yam_desc;Checkpoints for a fast messenger system giving supplies and fresh horses to allow messengers to travel huge distances every day.;Des relais permettant une transmission rapides des messages, offrant les vivres et les montures fra�ches indispensables aux voyages sur de longues distances.;Posten, an denen die berittenen Boten des Botennetzwerks Verpflegung und frische Pferde erhalten konnten, sodass sie an einem Tag riesige Entfernungen zur�cklegen konnten.;;Puntos de control para un sistema de mensajeros r�pidos que proporcionan suministros y caballos frescos para permitir que mensajeros recorran grandes distancias al d�a.;;;;;;;;;x
no_baghatur_council_1;Baghatur Council;Le Conseil des Baghatur;Rat von Baatar;;Consejo de baghatur;;;;;;;;;x
no_baghatur_council_2;Baghatur Council;Le Conseil des Baghatur;Rat von Baatar;;Consejo de baghatur;;;;;;;;;x
no_baghatur_council_3;Baghatur Council;Le Conseil des Baghatur;Rat von Baatar;;Consejo de baghatur;;;;;;;;;x
no_baghatur_council_4;Baghatur Council;Le Conseil des Baghatur;Rat von Baatar;;Consejo de baghatur;;;;;;;;;x
no_baghatur_council_5;Baghatur Council;Le Conseil des Baghatur;Rat von Baatar;;Consejo de baghatur;;;;;;;;;x
no_baghatur_council_6;Baghatur Council;Le Conseil des Baghatur;Rat von Baatar;;Consejo de baghatur;;;;;;;;;x
no_baghatur_council_7;Baghatur Council;Le Conseil des Baghatur;Rat von Baatar;;Consejo de baghatur;;;;;;;;;x
no_baghatur_council_8;Baghatur Council;Le Conseil des Baghatur;Rat von Baatar;;Consejo de baghatur;;;;;;;;;x
no_baghatur_council_desc;The most proven heroes of the realm gather to discuss everything from politics to tactics.;Les plus grands h�ros du royaume se rassemblent pour discuter de politique ou de tactiques militaires.;Hier versammeln sich die erfahrensten Recken des Reiches, um �ber Politik und Kriegsf�hrung zu sprechen.;;Los h�roes m�s probados del reino se re�nen para hablar de todo, de pol�tica a t�cticas.;;;;;;;;;x
no_cattle_pens_1;Cattle Pens;Enclos � b�tail;Pferche;;Corrales de ganado;;;;;;;;;x
no_cattle_pens_2;Cattle Pens;Enclos � b�tail;Pferche;;Corrales de ganado;;;;;;;;;x
no_cattle_pens_3;Cattle Pens;Enclos � b�tail;Pferche;;Corrales de ganado;;;;;;;;;x
no_cattle_pens_4;Cattle Pens;Enclos � b�tail;Pferche;;Corrales de ganado;;;;;;;;;x
no_cattle_pens_5;Cattle Pens;Enclos � b�tail;Pferche;;Corrales de ganado;;;;;;;;;x
no_cattle_pens_6;Cattle Pens;Enclos � b�tail;Pferche;;Corrales de ganado;;;;;;;;;x
no_cattle_pens_7;Cattle Pens;Enclos � b�tail;Pferche;;Corrales de ganado;;;;;;;;;x
no_cattle_pens_8;Cattle Pens;Enclos � b�tail;Pferche;;Corrales de ganado;;;;;;;;;x
no_cattle_pens_desc;The cattle livestock provides meat and works as pack animals.;Le b�tail fournit l'approvisionnement en viande ainsi qu'une force de travail.;Die Rinder liefern Fleisch und werden als Lasttiere eingesetzt.;;El ganado vacuno proporciona carne y trabajo como animales de carga.;;;;;;;;;x
no_meat_preserver_1;Meat Preserver;Conservation de la viande;Fleischkonservierer;;Conservante de carne;;;;;;;;;x
no_meat_preserver_2;Meat Preserver;Conservation de la viande;Fleischkonservierer;;Conservante de carne;;;;;;;;;x
no_meat_preserver_3;Meat Preserver;Conservation de la viande;Fleischkonservierer;;Conservante de carne;;;;;;;;;x
no_meat_preserver_4;Meat Preserver;Conservation de la viande;Fleischkonservierer;;Conservante de carne;;;;;;;;;x
no_meat_preserver_5;Meat Preserver;Conservation de la viande;Fleischkonservierer;;Conservante de carne;;;;;;;;;x
no_meat_preserver_6;Meat Preserver;Conservation de la viande;Fleischkonservierer;;Conservante de carne;;;;;;;;;x
no_meat_preserver_7;Meat Preserver;Conservation de la viande;Fleischkonservierer;;Conservante de carne;;;;;;;;;x
no_meat_preserver_8;Meat Preserver;Conservation de la viande;Fleischkonservierer;;Conservante de carne;;;;;;;;;x
no_meat_preserver_desc;Dried meat work as effective field rations for the armies.;La viande s�ch�e est utilis�e efficacement dans les rations militaires.;D�rrfleisch dient als effiziente Verpflegung f�r die Armee im Feld.;;La carne seca sirve eficazmente como raciones de campo para los ej�rcitos.;;;;;;;;;x
no_harbor_1;Harbor;Port;Hafen;;Puerto;;;;;;;;;x
no_harbor_2;Harbor;Port;Hafen;;Puerto;;;;;;;;;x
no_harbor_3;Harbor;Port;Hafen;;Puerto;;;;;;;;;x
no_harbor_4;Harbor;Port;Hafen;;Puerto;;;;;;;;;x
no_harbor_5;Harbor;Port;Hafen;;Puerto;;;;;;;;;x
no_harbor_6;Harbor;Port;Hafen;;Puerto;;;;;;;;;x
no_harbor_7;Harbor;Port;Hafen;;Puerto;;;;;;;;;x
no_harbor_8;Harbor;Port;Hafen;;Puerto;;;;;;;;;x
no_harbor_desc;A harbor village allowing small transport and trade ships to dock and be maintained.;Un village portuaire permet d'accueillir et de r�parer de petits bateaux de transport et de commerce.;In einer Siedlung mit Hafen k�nnen kleine Transport- und Handelsschiffe anlegen und instand gesetzt werden.;;Un pueblo portuario que permite amarrar y mantener peque�os transportes y buques comerciales.;;;;;;;;;x
no_fishing_village_1;Fishing Village;Village de p�cheurs;Fischerdorf;;Pueblo de pescadores;;;;;;;;;x
no_fishing_village_2;Fishing Village;Village de p�cheurs;Fischerdorf;;Pueblo de pescadores;;;;;;;;;x
no_fishing_village_3;Fishing Village;Village de p�cheurs;Fischerdorf;;Pueblo de pescadores;;;;;;;;;x
no_fishing_village_4;Fishing Village;Village de p�cheurs;Fischerdorf;;Pueblo de pescadores;;;;;;;;;x
no_fishing_village_5;Fishing Village;Village de p�cheurs;Fischerdorf;;Pueblo de pescadores;;;;;;;;;x
no_fishing_village_6;Fishing Village;Village de p�cheurs;Fischerdorf;;Pueblo de pescadores;;;;;;;;;x
no_fishing_village_7;Fishing Village;Village de p�cheurs;Fischerdorf;;Pueblo de pescadores;;;;;;;;;x
no_fishing_village_8;Fishing Village;Village de p�cheurs;Fischerdorf;;Pueblo de pescadores;;;;;;;;;x
no_fishing_village_desc;Fishers use the nearby water to provide an additional source of food.;La p�che constitue une source de nourriture suppl�mentaire.;Fischer nutzen nahe gelegene Fischgr�nde zur Erg�nzung des Nahrungsangebots.;;Los pescadores utilizan las aguas cercanas para proporcionar una fuente adicional de alimento.;;;;;;;;;x
no_felt_crafter_1;Felt Crafter;Fabrique de feutre;Filzmacher;;Artesano del fieltro;;;;;;;;;x
no_felt_crafter_2;Felt Crafter;Fabrique de feutre;Filzmacher;;Artesano del fieltro;;;;;;;;;x
no_felt_crafter_3;Felt Crafter;Fabrique de feutre;Filzmacher;;Artesano del fieltro;;;;;;;;;x
no_felt_crafter_4;Felt Crafter;Fabrique de feutre;Filzmacher;;Artesano del fieltro;;;;;;;;;x
no_felt_crafter_5;Felt Crafter;Fabrique de feutre;Filzmacher;;Artesano del fieltro;;;;;;;;;x
no_felt_crafter_6;Felt Crafter;Fabrique de feutre;Filzmacher;;Artesano del fieltro;;;;;;;;;x
no_felt_crafter_7;Felt Crafter;Fabrique de feutre;Filzmacher;;Artesano del fieltro;;;;;;;;;x
no_felt_crafter_8;Felt Crafter;Fabrique de feutre;Filzmacher;;Artesano del fieltro;;;;;;;;;x
no_felt_crafter_desc;Turning the wool into felt for use in clothes or the construcion of tents.;On y transforme la laine en feutre pour fabriquer des v�tements ou des tentes.;Stellt aus Wolle Filz her, das zu Kleidung und Zelten weiterverarbeitet wird.;;Convierte la lana en fieltro para su uso en la ropa o la construcci�n de tiendas de campa�a.;;;;;;;;;x
no_composite_bow_crafter_1;Composite Bow;Arc composite;Kompositbogen;;Arco compuesto;;;;;;;;;x
no_composite_bow_crafter_2;Composite Bow;Arc composite;Kompositbogen;;Arco compuesto;;;;;;;;;x
no_composite_bow_crafter_3;Composite Bow;Arc composite;Kompositbogen;;Arco compuesto;;;;;;;;;x
no_composite_bow_crafter_4;Composite Bow;Arc composite;Kompositbogen;;Arco compuesto;;;;;;;;;x
no_composite_bow_crafter_5;Composite Bow;Arc composite;Kompositbogen;;Arco compuesto;;;;;;;;;x
no_composite_bow_crafter_6;Composite Bow;Arc composite;Kompositbogen;;Arco compuesto;;;;;;;;;x
no_composite_bow_crafter_7;Composite Bow;Arc composite;Kompositbogen;;Arco compuesto;;;;;;;;;x
no_composite_bow_crafter_8;Composite Bow;Arc composite;Kompositbogen;;Arco compuesto;;;;;;;;;x
no_composite_bow_crafter_desc;Crafted from bamboo, horn and sinew, small composite bows are agile enough to be used effectively on horseback.;Fabriqu�s en bambou, en corne et en tendons, ces petits arcs composites sont suffisamment maniables pour �tre utilis�s � cheval.;Die kurzen Kompositb�gen, die aus Bambus, Horn und Sehnen hergestellt werden, sind so handlich, dass sie selbst w�hrend des Reitens eingesetzt werden k�nnen.;;Fabricado con bamb�, cuerno y tend�n, los peque�os arcos compuestos son lo suficientemente �giles para ser utilizados eficazmente a caballo.;;;;;;;;;x
no_lamellar_armor_crafter_1;Lamellar Armor Crafter;Fabrique d'armures lamellaires;R�stungsmacher f�r Lamellenpanzer;;Artesano de armaduras laminares;;;;;;;;;x
no_lamellar_armor_crafter_2;Lamellar Armor Crafter;Fabrique d'armures lamellaires;R�stungsmacher f�r Lamellenpanzer;;Artesano de armaduras laminares;;;;;;;;;x
no_lamellar_armor_crafter_3;Lamellar Armor Crafter;Fabrique d'armures lamellaires;R�stungsmacher f�r Lamellenpanzer;;Artesano de armaduras laminares;;;;;;;;;x
no_lamellar_armor_crafter_4;Lamellar Armor Crafter;Fabrique d'armures lamellaires;R�stungsmacher f�r Lamellenpanzer;;Artesano de armaduras laminares;;;;;;;;;x
no_lamellar_armor_crafter_5;Lamellar Armor Crafter;Fabrique d'armures lamellaires;R�stungsmacher f�r Lamellenpanzer;;Artesano de armaduras laminares;;;;;;;;;x
no_lamellar_armor_crafter_6;Lamellar Armor Crafter;Fabrique d'armures lamellaires;R�stungsmacher f�r Lamellenpanzer;;Artesano de armaduras laminares;;;;;;;;;x
no_lamellar_armor_crafter_7;Lamellar Armor Crafter;Fabrique d'armures lamellaires;R�stungsmacher f�r Lamellenpanzer;;Artesano de armaduras laminares;;;;;;;;;x
no_lamellar_armor_crafter_8;Lamellar Armor Crafter;Fabrique d'armures lamellaires;R�stungsmacher f�r Lamellenpanzer;;Artesano de armaduras laminares;;;;;;;;;x
no_lamellar_armor_crafter_desc;Rectangular leather pieces are laced together to form a sturdy armor.;Des morceaux de cuir rectangulaires cousus ensemble pour former une armure r�sistante.;Rechteckige Lederstreifen werden so zusammengesetzt, dass aus ihnen eine widerstandsf�hige R�stung entsteht.;;Piezas de cuero rectangulares entrelazadas para formar una s�lida armadura.;;;;;;;;;x
no_ger_crafter_1;Ger Crafter;Fabrique de yourtes;Ger-Macher;;Artesano de gers;;;;;;;;;x
no_ger_crafter_2;Ger Crafter;Fabrique de yourtes;Ger-Macher;;Artesano de gers;;;;;;;;;x
no_ger_crafter_3;Ger Crafter;Fabrique de yourtes;Ger-Macher;;Artesano de gers;;;;;;;;;x
no_ger_crafter_4;Ger Crafter;Fabrique de yourtes;Ger-Macher;;Artesano de gers;;;;;;;;;x
no_ger_crafter_5;Ger Crafter;Fabrique de yourtes;Ger-Macher;;Artesano de gers;;;;;;;;;x
no_ger_crafter_6;Ger Crafter;Fabrique de yourtes;Ger-Macher;;Artesano de gers;;;;;;;;;x
no_ger_crafter_7;Ger Crafter;Fabrique de yourtes;Ger-Macher;;Artesano de gers;;;;;;;;;x
no_ger_crafter_8;Ger Crafter;Fabrique de yourtes;Ger-Macher;;Artesano de gers;;;;;;;;;x
no_ger_crafter_desc;The majority of the residences in the steppe consists of felt huts known as gers.;La majorit� des habitations dans la steppe consistent en des huttes de feutre�: les yourtes.;Die prim�re Behausung der Steppenbewohner ist die Filzh�tte, besser bekannt als Ger.;;La mayor�a de las residencias en la estepa consisten en caba�as de fieltro conocidos como gers.;;;;;;;;;x
no_camel_breeder_1;Camel Breeder;�levage de chameaux;Kamelz�chter;;Criador de camellos;;;;;;;;;x
no_camel_breeder_2;Camel Breeder;�levage de chameaux;Kamelz�chter;;Criador de camellos;;;;;;;;;x
no_camel_breeder_3;Camel Breeder;�levage de chameaux;Kamelz�chter;;Criador de camellos;;;;;;;;;x
no_camel_breeder_4;Camel Breeder;�levage de chameaux;Kamelz�chter;;Criador de camellos;;;;;;;;;x
no_camel_breeder_5;Camel Breeder;�levage de chameaux;Kamelz�chter;;Criador de camellos;;;;;;;;;x
no_camel_breeder_6;Camel Breeder;�levage de chameaux;Kamelz�chter;;Criador de camellos;;;;;;;;;x
no_camel_breeder_7;Camel Breeder;�levage de chameaux;Kamelz�chter;;Criador de camellos;;;;;;;;;x
no_camel_breeder_8;Camel Breeder;�levage de chameaux;Kamelz�chter;;Criador de camellos;;;;;;;;;x
no_camel_breeder_desc;The camel breeder makes sure that there is a steady supply of sturdy camels.;L'�leveur de chameaux fournit des chameaux en bonne sant� en permanence.;Die Kamelz�chter sorgen f�r eine verl�ssliche Versorgung mit kr�ftigen Kamelen.;;El criador de camellos se asegura que hay un suministro estable de camellos robustos.;;;;;;;;;x
no_minority_shrine_1;Minority Shrines;Sanctuaires minoritaires;Schreine f�r Minderheiten;;Lugares sagrados de la minor�a;;;;;;;;;x
no_minority_shrine_2;Minority Shrines;Sanctuaires minoritaires;Schreine f�r Minderheiten;;Lugares sagrados de la minor�a;;;;;;;;;x
no_minority_shrine_3;Minority Shrines;Sanctuaires minoritaires;Schreine f�r Minderheiten;;Lugares sagrados de la minor�a;;;;;;;;;x
no_minority_shrine_4;Minority Shrines;Sanctuaires minoritaires;Schreine f�r Minderheiten;;Lugares sagrados de la minor�a;;;;;;;;;x
no_minority_shrine_5;Minority Shrines;Sanctuaires minoritaires;Schreine f�r Minderheiten;;Lugares sagrados de la minor�a;;;;;;;;;x
no_minority_shrine_6;Minority Shrines;Sanctuaires minoritaires;Schreine f�r Minderheiten;;Lugares sagrados de la minor�a;;;;;;;;;x
no_minority_shrine_7;Minority Shrines;Sanctuaires minoritaires;Schreine f�r Minderheiten;;Lugares sagrados de la minor�a;;;;;;;;;x
no_minority_shrine_8;Minority Shrines;Sanctuaires minoritaires;Schreine f�r Minderheiten;;Lugares sagrados de la minor�a;;;;;;;;;x
no_minority_shrine_desc;These shrines gives the oppotunity for people to worship deities of different religions.;Ces sanctuaires permettent au peuple de v�n�rer les divinit�s des autres religions.;An diesen Schreinen k�nnen Anh�nger religi�ser Minderheiten ihren Glauben praktizieren.;;Estos lugares sagrados dan la oportunidad a la gente de adorar deidades de religiones diferentes.;;;;;;;;;x
no_gathering_hall_1;Clan Gathering Hall;Salle de rassemblement;Klan-Versammlungshaus;;Sala de reuni�n del clan;;;;;;;;;x
no_gathering_hall_2;Clan Gathering Hall;Salle de rassemblement;Klan-Versammlungshaus;;Sala de reuni�n del clan;;;;;;;;;x
no_gathering_hall_3;Clan Gathering Hall;Salle de rassemblement;Klan-Versammlungshaus;;Sala de reuni�n del clan;;;;;;;;;x
no_gathering_hall_4;Clan Gathering Hall;Salle de rassemblement;Klan-Versammlungshaus;;Sala de reuni�n del clan;;;;;;;;;x
no_gathering_hall_5;Clan Gathering Hall;Salle de rassemblement;Klan-Versammlungshaus;;Sala de reuni�n del clan;;;;;;;;;x
no_gathering_hall_6;Clan Gathering Hall;Salle de rassemblement;Klan-Versammlungshaus;;Sala de reuni�n del clan;;;;;;;;;x
no_gathering_hall_7;Clan Gathering Hall;Salle de rassemblement;Klan-Versammlungshaus;;Sala de reuni�n del clan;;;;;;;;;x
no_gathering_hall_8;Clan Gathering Hall;Salle de rassemblement;Klan-Versammlungshaus;;Sala de reuni�n del clan;;;;;;;;;x
no_gathering_hall_desc;A meeting place for the different clans in the nomad realm to discuss various internal affairs.;Un lieu de r�union pour les diff�rents clans du royaume nomade. On y aborde divers sujets internes.;Ein Treffpunkt f�r die Vertreter der verschiedenen Klans, an dem interne Belange des Stammes diskutiert werden k�nnen.;;Un lugar de encuentro para que los diferentes clanes del �mbito n�mada discutan diferentes varios asuntos internos.;;;;;;;;;x
no_airag_producer_1;Airag Producer;Producteur d'airag;Airag-Hersteller;;Productor de airag;;;;;;;;;x
no_airag_producer_2;Airag Producer;Producteur d'airag;Airag-Hersteller;;Productor de airag;;;;;;;;;x
no_airag_producer_3;Airag Producer;Producteur d'airag;Airag-Hersteller;;Productor de airag;;;;;;;;;x
no_airag_producer_4;Airag Producer;Producteur d'airag;Airag-Hersteller;;Productor de airag;;;;;;;;;x
no_airag_producer_5;Airag Producer;Producteur d'airag;Airag-Hersteller;;Productor de airag;;;;;;;;;x
no_airag_producer_6;Airag Producer;Producteur d'airag;Airag-Hersteller;;Productor de airag;;;;;;;;;x
no_airag_producer_7;Airag Producer;Producteur d'airag;Airag-Hersteller;;Productor de airag;;;;;;;;;x
no_airag_producer_8;Airag Producer;Producteur d'airag;Airag-Hersteller;;Productor de airag;;;;;;;;;x
no_airag_producer_desc;A mild alcoholic beverage derived from mare's milk.;Il produit un breuvage l�g�rement alcoolis� tir� du lait de jument.;Ein schwach alkoholisches Getr�nk, hergestellt aus Stutenmilch.;;Una bebida alcoh�lica suave derivada de leche de yegua.;;;;;;;;;x
